coord,row_letter,step_number,persona_id,persona_name,sector,monolith_platform,physical_asset,action_name,status,capital_at_risk_cr,impact_display,speed_display,vulnerability,agentic_plug,agent_registry_id,agent_registry_uri,agent_deployment_status,agent_iam_identity,agent_framework
R11,R,11,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Naphtha Hydrotreater Guard Reactor Arsenic Trap,baseline,40,₹40 Cr / yr,4s vs Lab Result,Lead or arsenic in crude slips past guard bed; permanently poisons platinum catalyst.,Upstream hydrotreater contaminant mass accumulator calculating poison saturation.,,,,,
R12,R,12,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Sulfolane Solvent Thermal Degradation & Acidity,baseline,18,₹18 Cr / yr,3s vs 1 Wk,Solvent degrades into organic acids, causing severe pitting of distillation columns.,Solvent pH and conductivity monitor tracking monoethanolamine buffer additions.,,,,,
R13,R,13,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Toluene Disproportionation (TDP) Yield Balance,baseline,20,₹20 Cr / yr,3s vs 2 Hrs,Low toluene conversion rate drops benzene and mixed xylene production.,Kinetic TDP reactor converter optimizing hydrogen-to-hydrocarbon ratio and bed heat.,,,,,
R14,R,14,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Fired Heater Cross-Over Piping Temperature Bal,baseline,16,₹16 Cr / yr,2s vs 1 Hr,Uneven heat in 4-stage inter-heaters causes coking in stage 3 reactor tubes.,Multi-burner cross-over temperature balancer distributing heat across passes.,,,,,
R15,R,15,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Petrochemical Aromatics Margin Netback Audit,baseline,26,₹26 Cr / yr,5s vs 1 Day,Shifting production between gasoline blendstock and chemical paraxylene manually.,Linear program price evaluator advising daily split between fuel and chemical markets.,,,,,
S1,S,1,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Non-Linear In-Line Gasoline Octane/RVP Blend,critical,95,₹95 Cr / yr,1s vs 3 Hrs,Octane giveaway (blending 93 RON for 91 spec) wastes ₹12 Cr/mo; under-blending fails rack.,Non-linear property blending optimizer tuning real-time header trim valves.,gasoline_inline_blend_optimizer,projects/og-enterprise-prod/locations/us-central1/agents/gasoline_inline_blend_optimizer,Planned Wave 1,blend-optimizer@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + In-Line NIR
S2,S,2,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Diesel Cetane, Flashpoint & Sulfur Compliance,critical,65,₹65 Cr / yr,1s vs Quarantined Tank,Off-spec flashpoint diesel pumped into export tank; 250,000 bbl tank quarantined.,Near-infrared stream analyzer with automatic diverter valve stopping off-spec flow.,diesel_compliance_diverter,projects/og-enterprise-prod/locations/us-central1/agents/diesel_compliance_diverter,Planned Wave 1,diesel-diverter@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Stream Spectroscopy
S3,S,3,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Heavy Fuel Oil Viscosity & Density Blending,friction,25,₹25 Cr / yr,3s vs 2 Hrs,Heavy cutter stock over-blended into marine bunker fuel; destroys margin.,Chevron-matrix viscosity index calculator finding lowest-cost cutter stock recipe.,,,,,
S4,S,4,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Finished Product Tank Strata & Rollover Guard,critical,120,₹120 Cr / yr,2s vs Vapor Explosion,Density stratification in LNG/crude tank leads to boil-off vapor explosion.,Multi-point tank temperature and density gradient watcher tracking stratification.,tank_stratification_rollover_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/tank_stratification_rollover_sentinel,Planned Wave 1,rollover-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Stratification Physics
S5,S,5,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Pipeline Export Batch Sequence & Interface Cut,friction,30,₹30 Cr / yr,1s vs Tank Switch,Mixing transmix between diesel and gasoline in pipeline; downgrades fuel quality.,Densitometer acoustic interface cutter calculating exact midpoint for switching tanks.,,,,,
S6,S,6,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Finished Gasoline Ethanol (E20) Blending Ratio,baseline,20,₹20 Cr / yr,2s vs 1 Hr,National mandate for 20% ethanol; phase separation occurs if water enters tank.,Micro-water content sensor & denatured ethanol mass-flow injection governor.,,,,,
S7,S,7,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Refinery Offsite Header Linepack & Flush Volume,baseline,18,₹18 Cr / yr,2s vs 2 Hrs,Product left in header contaminates next scheduled blend run; destroys clean kero.,Manifold displacement volume tracker calculating required pigging or flush barrels.,,,,,
S8,S,8,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Cold Filter Plugging Point Additive Match,baseline,15,₹15 Cr / yr,3s vs 2 Hrs,Winter diesel additive overdosed; costly chemical wasted without improving cold flow.,Differential scanning calorimetry cold-flow improver dosage curve optimizer.,,,,,
S9,S,9,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Rail Gantry & Tank Truck Loading Metering QC,baseline,16,₹16 Cr / yr,2s vs 1 Day,Gantry Coriolis mass meters drift; leads to discrepancies against custody meter.,Daily loading rack meter factor proving reconciler updating calibration factors.,,,,,
S10,S,10,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Aviation Turbine Fuel Water & Particulate Guard,critical,150,₹150 Cr / yr,0.5s vs Tank Release,Free water or particulate in jet fuel; catastrophic jet engine freeze-up risk at altitude.,Continuous laser particle counter & water coalescer performance validator for Jet A-1.,aviation_fuel_particulate_guard,projects/og-enterprise-prod/locations/us-central1/agents/aviation_fuel_particulate_guard,Planned Wave 1,jet-fuel-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Laser Particle Sensing
S11,S,11,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Refinery Flare Header Steam Injection Opt,friction,22,₹22 Cr / yr,1s vs 30 Mins,Excessive steam injection wastes energy; low steam creates billowing black smoke fines.,Flare tip optical spectrometer governing steam-to-hydrocarbon ratio for smokeless flare.,,,,,
S12,S,12,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Bitumen / Asphalt Penetration & Softening Point,baseline,14,₹14 Cr / yr,3s vs 2 Hrs,Blending vacuum residue with air-blown asphalt manually misses penetration grade.,Automated bitumen blend index calculator matching penetration and softening points.,,,,,
S13,S,13,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,LPG Odorization & Vapor Pressure Export Cert,baseline,18,₹18 Cr / yr,2s vs 1 Hr,Commercial propane/butane blend ratio exceeds summer cylinder pressure regulations.,True vapor pressure blender adjusting propane-butane ratio to seasonal specs.,,,,,
S14,S,14,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,Tank Farm Hydrocarbon Heel Minimization Calc,baseline,35,₹35 Cr / yr,5s vs 1 Mo,Dead volume in 100 tanks ties up ₹150 Cr working capital in unpumpable inventory.,Tank working volume maximizer scheduling tank cleaning and pump-down schedules.,,,,,
S15,S,15,p19,Refinery Blending & Offsite Logistics Lead,DOWNSTREAM REFINING,Aspen Blend / Honeywell BLEND / SAP,Refinery Automated In-Line Fuel Blending Manifold,End-of-Month Refinery Gain/Loss Mass Reconcile,friction,40,₹40 Cr / yr,15s vs 3 Wks,0.8% volumetric loss across refinery unaccounted for; takes finance 3 weeks.,Plant-wide gross mass-balance solver isolating physical leaks from meter drift.,,,,,
T1,T,1,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Safety Instrumented System (SIS) Bypass Audit,critical,120,₹120 Cr / yr,Continuous vs Forgotten,Critical trip sensor bypassed for maintenance; forgotten for 14 days; plant unguarded.,Real-time DCS bypass tracker enforcing mandatory 8-hour executive re-authorization veto.,sis_bypass_executive_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/sis_bypass_executive_sentinel,Planned Wave 1,sis-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Safety Governance
T2,T,2,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Bow-Tie Hazard Barrier Degradation Surveillance,critical,140,₹140 Cr / yr,Real-Time vs Audit,Simultaneous degradation of 3 independent protection layers unflagged (Swiss Cheese).,Dynamic Bow-Tie barrier health monitor calculating live cumulative risk across units.,dynamic_bowtie_barrier_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/dynamic_bowtie_barrier_sentinel,Planned Wave 1,bowtie-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Barrier Analytics
T3,T,3,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Pressure Relief Valve (PRV) Recertification,baseline,25,₹25 Cr / yr,5s vs 1 Mo,4,000 relief valves across refinery; overdue inspection dates missed on spreadsheets.,Predictive PRV maintenance scheduler tracking valve age, sour service, and test cycles.,,,,,
T4,T,4,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Management of Change (MOC) Cross-Review,friction,35,₹35 Cr / yr,10s vs 2 Wks,Pipe diameter change approved by mechanical team without checking relief capacity.,Autonomous MOC impact scanner cross-referencing proposed changes against safety cases.,,,,,
T5,T,5,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Toxic (H2S) & Flammable Gas Detector Voting QC,critical,85,₹85 Cr / yr,1s vs Sensor Fail,Sensor drift causes detector to fail silently; 2oo3 voting logic fails during release.,Continuous sensor health & calibration bump-test tracker flagging failing optical detectors.,gas_detector_voting_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/gas_detector_voting_sentinel,Planned Wave 1,gas-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Sensor Diagnostics
T6,T,6,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Hot-Work Permit-to-Work Hazard Deconfliction,critical,90,₹90 Cr / yr,0.5s vs Permit Sign,Hot welding permit issued 10m from open hydrocarbon drain; explosion risk.,Spatial GIS permit deconfliction engine detecting co-located hazardous work clashes.,permit_to_work_spatial_deconfliction_agent,projects/og-enterprise-prod/locations/us-central1/agents/permit_to_work_spatial_deconfliction_agent,Planned Wave 1,ptw-agent@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Spatial GIS
T7,T,7,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Cyclic Corrosion Under Insulation (CUI) Scanner,friction,30,₹30 Cr / yr,8s vs 1 Mo,Moisture under pipe cladding corrodes steel unnoticed until line ruptures under pressure.,CUI risk-ranking engine correlating operating temperature, age, and rain data.,,,,,
T8,T,8,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,High-Risk Operating Envelope (IOW) Alarm Track,friction,28,₹28 Cr / yr,Real-time vs 1 Wk,Unit operates outside Integrity Operating Windows for 3 hours; accelerates fatigue.,Real-time IOW excursion monitor accumulating metallurgical stress and corrosion life loss.,,,,,
T9,T,9,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Quantitative Risk Assessment Consequence Model,baseline,20,₹20 Cr / yr,12s vs 3 Mos,Static QRA dispersion models outdated; does not reflect new expansion units.,Automated gas dispersion & explosion overpressure simulator updated per plant layout.,,,,,
T10,T,10,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Emergency Shutdown Partial Stroke Testing,baseline,22,₹22 Cr / yr,Automated vs Manual,Emergency shut-off valves seize in open position due to infrequent stroking.,Automated partial stroke test scheduler verifying valve seat movement without tripping.,,,,,
T11,T,11,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Static Equipment Remaining Life API 570 Calc,baseline,18,₹18 Cr / yr,3s vs 1 Wk,Ultrasonic thickness measurements manually entered; fails API 510/570 retirement thickness.,API 570 pipe retirement thickness calculator predicting exact equipment replacement date.,,,,,
T12,T,12,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Blast-Resistant Control Room HVAC Pressurization,critical,95,₹95 Cr / yr,0.2s vs Gas Ingress,Control building damper fails; toxic hydrocarbon vapors drawn into occupied room.,Differential pressure & toxic gas intake damper sentinel enforcing positive pressure.,control_room_hvac_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/control_room_hvac_sentinel,Planned Wave 1,hvac-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Environmental Control
T13,T,13,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Flare Minimization & Statutory Environmental Ledger,baseline,16,₹16 Cr / yr,1s vs 1 Day,Daily flaring volumes tabulated for OISD/pollution board; human estimation errors.,Continuous ultrasonic flare meter mass ledger certifying environmental emissions in BigQuery.,,,,,
T14,T,14,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Root Cause Failure Analysis Triad Closure Guard,friction,24,₹24 Cr / yr,5s vs Forgotten,Incident action items languish open for 18 months; repeated near-misses recur.,Action item lifecycle sentinel alerting plant managers of uncompleted safety modifications.,,,,,
T15,T,15,p20,Process Safety (PSM) & Technical Integrity Lead,SAFETY & INTEGRITY,BowTieXP / Sphera / SAP PM / PHA-Pro,Plant-Wide Safety Instrumented System (SIS) & Flare,Sovereign Regulatory Compliance Audit Package,baseline,25,₹25 Cr / yr,10s vs 6 Wks,6 weeks spent preparing for annual DGMS/OISD audit; missing calibration certificates.,1-click sovereign audit compiler assembling cryptographic proof of all safety checks.,,,,,
